difficulty,rank,family,items,packages,enchantment,present,prevalence,medianPresent,medianAll,min,max
HARD,TRASH,CHESTPLATES,24,6,PROTECTION,18,0.75,2.0,2.0,2,6
HARD,TRASH,CHESTPLATES,24,6,SHARPNESS,9,0.375,3,0.0,1,4
HARD,TRASH,CHESTPLATES,24,6,SMITE,5,0.2083,4,0.0,3,5
HARD,TRASH,CHESTPLATES,24,6,THORNS,1,0.0417,2,0.0,2,2
HARD,TRASH,CHESTPLATES,24,6,UNBREAKING,7,0.2917,2,0.0,2,5
HARD,TRASH,CROSSBOWS,2,1,LOUD_STRIKES,2,1.0,2.0,2.0,2,2
HARD,TRASH,CROSSBOWS,2,1,PIERCING,1,0.5,2,1.0,2,2
HARD,TRASH,CROSSBOWS,2,1,PROTECTION,2,1.0,3.0,3.0,3,3
HARD,TRASH,CROSSBOWS,2,1,UNBREAKING,1,0.5,5,2.5,5,5
HARD,TRASH,HELMETS,24,6,BLAST_PROTECTION,3,0.125,3,0.0,2,3
HARD,TRASH,HELMETS,24,6,FIRE_PROTECTION,1,0.0417,1,0.0,1,1
HARD,TRASH,HELMETS,24,6,LOUD_STRIKES,6,0.25,2.0,0.0,2,2
HARD,TRASH,HELMETS,24,6,PROJECTILE_PROTECTION,6,0.25,2.0,0.0,2,5
HARD,TRASH,HELMETS,24,6,PROTECTION,19,0.7917,2,2.0,1,4
HARD,TRASH,HELMETS,24,6,RESPIRATION,1,0.0417,2,0.0,2,2
HARD,TRASH,HELMETS,24,6,SHARPNESS,11,0.4583,3,0.0,2,4
HARD,TRASH,HELMETS,24,6,SMITE,4,0.1667,2.5,0.0,2,5
HARD,TRASH,HELMETS,24,6,THORNS,1,0.0417,2,0.0,2,2
HARD,TRASH,HELMETS,24,6,UNBREAKING,7,0.2917,2,0.0,2,5
HARD,TRASH,HOES,1,1,MENDING,1,1.0,2,2,2,2
HARD,TRASH,HOES,1,1,UNBREAKING,1,1.0,3,3,3,3
HARD,TRASH,LEGGINGS,25,6,BANE_OF_ARTHROPODS,1,0.04,3,0,3,3
HARD,TRASH,LEGGINGS,25,6,BLAST_PROTECTION,6,0.24,3.0,0,1,5
HARD,TRASH,LEGGINGS,25,6,DEPTH_STRIDER,1,0.04,2,0,2,2
HARD,TRASH,LEGGINGS,25,6,FEATHER_FALLING,1,0.04,3,0,3,3
HARD,TRASH,LEGGINGS,25,6,FIRE_PROTECTION,2,0.08,3.0,0,1,5
HARD,TRASH,LEGGINGS,25,6,LOUD_STRIKES,8,0.32,2.0,0,2,2
HARD,TRASH,LEGGINGS,25,6,PROJECTILE_PROTECTION,7,0.28,2,0,1,4
HARD,TRASH,LEGGINGS,25,6,PROTECTION,20,0.8,3.0,2,2,5
HARD,TRASH,LEGGINGS,25,6,SHARPNESS,7,0.28,3,0,1,4
HARD,TRASH,LEGGINGS,25,6,SMITE,3,0.12,3,0,3,4
HARD,TRASH,LEGGINGS,25,6,THORNS,1,0.04,2,0,2,2
HARD,TRASH,LEGGINGS,25,6,UNBREAKING,7,0.28,2,0,2,5
HARD,TRASH,SHIELDS,8,4,BLAST_PROTECTION,1,0.125,2,0.0,2,2
HARD,TRASH,SHIELDS,8,4,LOUD_STRIKES,4,0.5,2.0,1.0,2,2
HARD,TRASH,SHIELDS,8,4,MENDING,1,0.125,1,0.0,1,1
HARD,TRASH,SHIELDS,8,4,PROJECTILE_PROTECTION,2,0.25,2.5,0.0,2,3
HARD,TRASH,SHIELDS,8,4,PROTECTION,6,0.75,3.0,2.5,2,3
HARD,TRASH,SHIELDS,8,4,UNBREAKING,4,0.5,2.5,1.0,2,5
HARD,TRASH,SWORDS,15,5,BANE_OF_ARTHROPODS,1,0.0667,1,0,1,1
HARD,TRASH,SWORDS,15,5,FIRE_ASPECT,3,0.2,1,0,1,2
HARD,TRASH,SWORDS,15,5,LOUD_STRIKES,1,0.0667,2,0,2,2
HARD,TRASH,SWORDS,15,5,PROTECTION,1,0.0667,1,0,1,1
HARD,TRASH,SWORDS,15,5,SHARPNESS,15,1.0,3,3,2,5
HARD,TRASH,SWORDS,15,5,SMITE,7,0.4667,2,0,1,4
HARD,TRASH,SWORDS,15,5,SWEEPING_EDGE,3,0.2,1,0,1,3
HARD,TRASH,SWORDS,15,5,UNBREAKING,5,0.3333,2,0,2,5
MYTHIC,BOSS,AXES,10,4,BANE_OF_ARTHROPODS,2,0.2,7.0,0.0,3,11
MYTHIC,BOSS,AXES,10,4,BLAST_PROTECTION,1,0.1,6,0.0,6,6
MYTHIC,BOSS,AXES,10,4,CRITICAL_STRIKES,1,0.1,3,0.0,3,3
MYTHIC,BOSS,AXES,10,4,FIRE_ASPECT,1,0.1,2,0.0,2,2
MYTHIC,BOSS,AXES,10,4,FIRE_PROTECTION,2,0.2,9.0,0.0,8,10
MYTHIC,BOSS,AXES,10,4,LOUD_STRIKES,6,0.6,3.0,2.5,2,4
MYTHIC,BOSS,AXES,10,4,MENDING,1,0.1,1,0.0,1,1
MYTHIC,BOSS,AXES,10,4,PROJECTILE_PROTECTION,4,0.4,6.0,0.0,6,7
MYTHIC,BOSS,AXES,10,4,PROTECTION,4,0.4,10.0,0.0,5,10
MYTHIC,BOSS,AXES,10,4,SHARPNESS,8,0.8,6.0,5.0,4,12
MYTHIC,BOSS,AXES,10,4,SMITE,1,0.1,5,0.0,5,5
MYTHIC,BOSS,AXES,10,4,UNBREAKING,8,0.8,6.0,4.5,3,9
MYTHIC,BOSS,BOOTS,30,14,BANE_OF_ARTHROPODS,5,0.1667,6,0.0,6,10
MYTHIC,BOSS,BOOTS,30,14,BLAST_PROTECTION,10,0.3333,5.0,0.0,2,8
MYTHIC,BOSS,BOOTS,30,14,CRITICAL_STRIKES,1,0.0333,3,0.0,3,3
MYTHIC,BOSS,BOOTS,30,14,DEPTH_STRIDER,2,0.0667,3.5,0.0,3,4
MYTHIC,BOSS,BOOTS,30,14,FEATHER_FALLING,9,0.3,6,0.0,2,10
MYTHIC,BOSS,BOOTS,30,14,FIRE_PROTECTION,12,0.4,5.0,0.0,2,8
MYTHIC,BOSS,BOOTS,30,14,FLAMETHROWER,1,0.0333,2,0.0,2,2
MYTHIC,BOSS,BOOTS,30,14,FROST_WALKER,2,0.0667,2.5,0.0,2,3
MYTHIC,BOSS,BOOTS,30,14,HUNTER,1,0.0333,3,0.0,3,3
MYTHIC,BOSS,BOOTS,30,14,LOUD_STRIKES,10,0.3333,3.0,0.0,2,3
MYTHIC,BOSS,BOOTS,30,14,MENDING,2,0.0667,1.0,0.0,1,1
MYTHIC,BOSS,BOOTS,30,14,PROJECTILE_PROTECTION,12,0.4,5.0,0.0,2,8
MYTHIC,BOSS,BOOTS,30,14,PROTECTION,27,0.9,5,5.0,3,11
MYTHIC,BOSS,BOOTS,30,14,SHARPNESS,17,0.5667,8,4.0,2,11
MYTHIC,BOSS,BOOTS,30,14,SMITE,6,0.2,7.5,0.0,5,10
MYTHIC,BOSS,BOOTS,30,14,THORNS,7,0.2333,3,0.0,2,4
MYTHIC,BOSS,BOOTS,30,14,UNBREAKING,18,0.6,5.0,3.0,2,7
MYTHIC,BOSS,BOWS,21,13,FLAME,12,0.5714,2.0,1,1,10
MYTHIC,BOSS,BOWS,21,13,INFINITY,11,0.5238,1,1,1,7
MYTHIC,BOSS,BOWS,21,13,MENDING,3,0.1429,1,0,1,1
MYTHIC,BOSS,BOWS,21,13,POWER,21,1.0,7,7,4,10
MYTHIC,BOSS,BOWS,21,13,PROTECTION,1,0.0476,4,0,4,4
MYTHIC,BOSS,BOWS,21,13,PUNCH,16,0.7619,2.0,2,1,5
MYTHIC,BOSS,BOWS,21,13,SMITE,1,0.0476,7,0,7,7
MYTHIC,BOSS,BOWS,21,13,UNBREAKING,19,0.9048,5,5,3,7
MYTHIC,BOSS,CHESTPLATES,30,14,BANE_OF_ARTHROPODS,7,0.2333,6,0.0,4,8
MYTHIC,BOSS,CHESTPLATES,30,14,BLAST_PROTECTION,13,0.4333,5,0.0,2,10
MYTHIC,BOSS,CHESTPLATES,30,14,CRITICAL_STRIKES,1,0.0333,3,0.0,3,3
MYTHIC,BOSS,CHESTPLATES,30,14,FEATHER_FALLING,4,0.1333,4.0,0.0,4,6
MYTHIC,BOSS,CHESTPLATES,30,14,FIRE_PROTECTION,13,0.4333,5,0.0,2,8
MYTHIC,BOSS,CHESTPLATES,30,14,HUNTER,1,0.0333,3,0.0,3,3
MYTHIC,BOSS,CHESTPLATES,30,14,LOUD_STRIKES,11,0.3667,3,0.0,1,3
MYTHIC,BOSS,CHESTPLATES,30,14,MENDING,2,0.0667,1.0,0.0,1,1
MYTHIC,BOSS,CHESTPLATES,30,14,PROJECTILE_PROTECTION,12,0.4,5.0,0.0,2,8
MYTHIC,BOSS,CHESTPLATES,30,14,PROTECTION,29,0.9667,6,5.5,3,11
MYTHIC,BOSS,CHESTPLATES,30,14,SHARPNESS,15,0.5,7,1.0,2,10
MYTHIC,BOSS,CHESTPLATES,30,14,SMITE,8,0.2667,8.0,0.0,5,11
MYTHIC,BOSS,CHESTPLATES,30,14,THORNS,11,0.3667,3,0.0,2,10
MYTHIC,BOSS,CHESTPLATES,30,14,UNBREAKING,18,0.6,5.0,3.0,2,7
MYTHIC,BOSS,CROSSBOWS,20,11,LOUD_STRIKES,1,0.05,3,0.0,3,3
MYTHIC,BOSS,CROSSBOWS,20,11,MENDING,2,0.1,1.0,0.0,1,1
MYTHIC,BOSS,CROSSBOWS,20,11,MULTISHOT,8,0.4,1.0,0.0,1,10
MYTHIC,BOSS,CROSSBOWS,20,11,PIERCING,20,1.0,5.0,5.0,4,10
MYTHIC,BOSS,CROSSBOWS,20,11,PROTECTION,2,0.1,3.5,0.0,3,4
MYTHIC,BOSS,CROSSBOWS,20,11,QUICK_CHARGE,18,0.9,3.0,3.0,2,4
MYTHIC,BOSS,CROSSBOWS,20,11,SHARPNESS,2,0.1,4.5,0.0,4,5
MYTHIC,BOSS,CROSSBOWS,20,11,SMITE,2,0.1,7.0,0.0,7,7
MYTHIC,BOSS,CROSSBOWS,20,11,UNBREAKING,17,0.85,5,5.0,3,7
MYTHIC,BOSS,HELMETS,31,14,AQUA_AFFINITY,1,0.0323,2,0,2,2
MYTHIC,BOSS,HELMETS,31,14,BANE_OF_ARTHROPODS,4,0.129,7.5,0,4,11
MYTHIC,BOSS,HELMETS,31,14,BLAST_PROTECTION,13,0.4194,7,0,2,11
MYTHIC,BOSS,HELMETS,31,14,CRITICAL_STRIKES,1,0.0323,3,0,3,3
MYTHIC,BOSS,HELMETS,31,14,FEATHER_FALLING,4,0.129,5.0,0,4,6
MYTHIC,BOSS,HELMETS,31,14,FIRE_PROTECTION,8,0.2581,5.5,0,2,10
MYTHIC,BOSS,HELMETS,31,14,HUNTER,1,0.0323,3,0,3,3
MYTHIC,BOSS,HELMETS,31,14,LOUD_STRIKES,13,0.4194,3,0,2,3
MYTHIC,BOSS,HELMETS,31,14,MENDING,2,0.0645,1.0,0,1,1
MYTHIC,BOSS,HELMETS,31,14,PROJECTILE_PROTECTION,19,0.6129,6,4,2,10
MYTHIC,BOSS,HELMETS,31,14,PROTECTION,30,0.9677,5.0,5,3,10
MYTHIC,BOSS,HELMETS,31,14,RESPIRATION,3,0.0968,3,0,2,3
MYTHIC,BOSS,HELMETS,31,14,SHARPNESS,14,0.4516,6.0,0,4,10
MYTHIC,BOSS,HELMETS,31,14,SMITE,7,0.2258,7,0,4,10
MYTHIC,BOSS,HELMETS,31,14,THORNS,6,0.1935,3.0,0,1,4
MYTHIC,BOSS,HELMETS,31,14,UNBREAKING,19,0.6129,5,3,3,10
MYTHIC,BOSS,HELMETS,31,14,WATER_AFFINITY,1,0.0323,1,0,1,1
MYTHIC,BOSS,HOES,13,6,EFFICIENCY,4,0.3077,5.0,0,3,5
MYTHIC,BOSS,HOES,13,6,FIRE_ASPECT,2,0.1538,2.5,0,2,3
MYTHIC,BOSS,HOES,13,6,MENDING,4,0.3077,1.0,0,1,1
MYTHIC,BOSS,HOES,13,6,SHARPNESS,9,0.6923,8,7,6,11
MYTHIC,BOSS,HOES,13,6,SMITE,1,0.0769,7,0,7,7
MYTHIC,BOSS,HOES,13,6,SWEEPING_EDGE,9,0.6923,4,4,3,6
MYTHIC,BOSS,HOES,13,6,UNBREAKING,13,1.0,6,6,3,10
MYTHIC,BOSS,LEGGINGS,30,14,BANE_OF_ARTHROPODS,6,0.2,6.0,0.0,4,8
MYTHIC,BOSS,LEGGINGS,30,14,BLAST_PROTECTION,11,0.3667,5,0.0,2,8
MYTHIC,BOSS,LEGGINGS,30,14,CRITICAL_STRIKES,1,0.0333,3,0.0,3,3
MYTHIC,BOSS,LEGGINGS,30,14,DEPTH_STRIDER,2,0.0667,3.0,0.0,3,3
MYTHIC,BOSS,LEGGINGS,30,14,EARTHQUAKE,1,0.0333,2,0.0,2,2
MYTHIC,BOSS,LEGGINGS,30,14,FEATHER_FALLING,6,0.2,7.5,0.0,5,11
MYTHIC,BOSS,LEGGINGS,30,14,FIRE_PROTECTION,12,0.4,6.5,0.0,2,10
MYTHIC,BOSS,LEGGINGS,30,14,HUNTER,1,0.0333,3,0.0,3,3
MYTHIC,BOSS,LEGGINGS,30,14,LOUD_STRIKES,12,0.4,3.0,0.0,2,3
MYTHIC,BOSS,LEGGINGS,30,14,MENDING,2,0.0667,1.0,0.0,1,1
MYTHIC,BOSS,LEGGINGS,30,14,PROJECTILE_PROTECTION,14,0.4667,5.0,0.0,2,10
MYTHIC,BOSS,LEGGINGS,30,14,PROTECTION,29,0.9667,5,5.0,3,10
MYTHIC,BOSS,LEGGINGS,30,14,SHARPNESS,14,0.4667,10.0,0.0,4,11
MYTHIC,BOSS,LEGGINGS,30,14,SMITE,6,0.2,7.0,0.0,4,8
MYTHIC,BOSS,LEGGINGS,30,14,THORNS,6,0.2,3.0,0.0,2,4
MYTHIC,BOSS,LEGGINGS,30,14,UNBREAKING,18,0.6,5.0,3.0,2,7
MYTHIC,BOSS,MACES,21,12,CRITICAL_STRIKES,1,0.0476,3,0,3,3
MYTHIC,BOSS,MACES,21,12,FIRE_ASPECT,7,0.3333,2,0,2,3
MYTHIC,BOSS,MACES,21,12,KNOCKBACK,21,1.0,3,3,2,4
MYTHIC,BOSS,MACES,21,12,MENDING,3,0.1429,1,0,1,1
MYTHIC,BOSS,MACES,21,12,PROTECTION,2,0.0952,4.0,0,4,4
MYTHIC,BOSS,MACES,21,12,SHARPNESS,21,1.0,8,8,5,11
MYTHIC,BOSS,MACES,21,12,SMITE,2,0.0952,7.0,0,7,7
MYTHIC,BOSS,MACES,21,12,THORNS,1,0.0476,4,0,4,4
MYTHIC,BOSS,MACES,21,12,UNBREAKING,19,0.9048,5,5,3,7
MYTHIC,BOSS,SHIELDS,11,6,BLAST_PROTECTION,2,0.1818,7.0,0,6,8
MYTHIC,BOSS,SHIELDS,11,6,FIRE_PROTECTION,2,0.1818,8.0,0,8,8
MYTHIC,BOSS,SHIELDS,11,6,FORTUNE,1,0.0909,4,0,4,4
MYTHIC,BOSS,SHIELDS,11,6,HUNTER,1,0.0909,2,0,2,2
MYTHIC,BOSS,SHIELDS,11,6,LOUD_STRIKES,8,0.7273,3.0,3,2,3
MYTHIC,BOSS,SHIELDS,11,6,LUCK_OF_THE_SEA,2,0.1818,6.0,0,6,6
MYTHIC,BOSS,SHIELDS,11,6,MENDING,4,0.3636,2.5,0,1,6
MYTHIC,BOSS,SHIELDS,11,6,PROJECTILE_PROTECTION,5,0.4545,8,0,5,10
MYTHIC,BOSS,SHIELDS,11,6,PROTECTION,7,0.6364,10,5,4,10
MYTHIC,BOSS,SHIELDS,11,6,SHARPNESS,3,0.2727,5,0,4,10
MYTHIC,BOSS,SHIELDS,11,6,SMITE,1,0.0909,8,0,8,8
MYTHIC,BOSS,SHIELDS,11,6,THORNS,4,0.3636,7.0,0,3,7
MYTHIC,BOSS,SHIELDS,11,6,UNBREAKING,10,0.9091,8.0,8,4,11
MYTHIC,BOSS,SHIELDS,11,6,VANISHING_CURSE,1,0.0909,5,0,5,5
MYTHIC,BOSS,SPEARS,22,13,CRITICAL_STRIKES,1,0.0455,3,0.0,3,3
MYTHIC,BOSS,SPEARS,22,13,FIRE_ASPECT,1,0.0455,2,0.0,2,2
MYTHIC,BOSS,SPEARS,22,13,IMPALING,22,1.0,6.0,6.0,5,8
MYTHIC,BOSS,SPEARS,22,13,LOYALTY,5,0.2273,3,0.0,3,3
MYTHIC,BOSS,SPEARS,22,13,MENDING,3,0.1364,1,0.0,1,1
MYTHIC,BOSS,SPEARS,22,13,PIERCING,8,0.3636,4.0,0.0,3,5
MYTHIC,BOSS,SPEARS,22,13,PROTECTION,2,0.0909,4.0,0.0,4,4
MYTHIC,BOSS,SPEARS,22,13,SHARPNESS,19,0.8636,8,7.0,4,10
MYTHIC,BOSS,SPEARS,22,13,SMITE,4,0.1818,5.5,0.0,4,7
MYTHIC,BOSS,SPEARS,22,13,UNBREAKING,18,0.8182,5.0,5.0,3,7
MYTHIC,BOSS,SWORDS,18,9,BANE_OF_ARTHROPODS,10,0.5556,6.5,5.0,5,8
MYTHIC,BOSS,SWORDS,18,9,FIRE_ASPECT,5,0.2778,2,0.0,2,5
MYTHIC,BOSS,SWORDS,18,9,HUNTER,1,0.0556,3,0.0,3,3
MYTHIC,BOSS,SWORDS,18,9,KNOCKBACK,5,0.2778,3,0.0,2,4
MYTHIC,BOSS,SWORDS,18,9,LOOTING,1,0.0556,3,0.0,3,3
MYTHIC,BOSS,SWORDS,18,9,LOUD_STRIKES,1,0.0556,3,0.0,3,3
MYTHIC,BOSS,SWORDS,18,9,MENDING,1,0.0556,1,0.0,1,1
MYTHIC,BOSS,SWORDS,18,9,PROTECTION,2,0.1111,4.0,0.0,4,4
MYTHIC,BOSS,SWORDS,18,9,SHARPNESS,18,1.0,8.5,8.5,3,11
MYTHIC,BOSS,SWORDS,18,9,SMITE,15,0.8333,8,7.0,1,12
MYTHIC,BOSS,SWORDS,18,9,SWEEPING_EDGE,6,0.3333,3.0,0.0,2,5
MYTHIC,BOSS,SWORDS,18,9,UNBREAKING,12,0.6667,5.0,4.0,3,7
MYTHIC,BOSS,TRIDENTS,4,3,BANE_OF_ARTHROPODS,1,0.25,2,0.0,2,2
MYTHIC,BOSS,TRIDENTS,4,3,CHANNELING,1,0.25,2,0.0,2,2
MYTHIC,BOSS,TRIDENTS,4,3,IMPALING,2,0.5,6.5,3.0,6,7
MYTHIC,BOSS,TRIDENTS,4,3,LOUD_STRIKES,1,0.25,3,0.0,3,3
MYTHIC,BOSS,TRIDENTS,4,3,LOYALTY,4,1.0,4.0,4.0,2,10
MYTHIC,BOSS,TRIDENTS,4,3,MENDING,2,0.5,2.0,0.5,1,3
MYTHIC,BOSS,TRIDENTS,4,3,PIERCING,1,0.25,2,0.0,2,2
MYTHIC,BOSS,TRIDENTS,4,3,PROJECTILE_PROTECTION,1,0.25,5,0.0,5,5
MYTHIC,BOSS,TRIDENTS,4,3,PROTECTION,1,0.25,6,0.0,6,6
MYTHIC,BOSS,TRIDENTS,4,3,RIPTIDE,1,0.25,4,0.0,4,4
MYTHIC,BOSS,TRIDENTS,4,3,SHARPNESS,2,0.5,5.5,2.5,5,6
MYTHIC,BOSS,TRIDENTS,4,3,SMITE,2,0.5,3.5,1.0,2,5
MYTHIC,BOSS,TRIDENTS,4,3,UNBREAKING,3,0.75,3,2.5,2,4
MYTHIC,MINIBOSS,AXES,7,3,FIRE_ASPECT,1,0.1429,3,0,3,3
MYTHIC,MINIBOSS,AXES,7,3,FIRE_PROTECTION,1,0.1429,4,0,4,4
MYTHIC,MINIBOSS,AXES,7,3,KNOCKBACK,1,0.1429,4,0,4,4
MYTHIC,MINIBOSS,AXES,7,3,LOUD_STRIKES,1,0.1429,3,0,3,3
MYTHIC,MINIBOSS,AXES,7,3,PROTECTION,2,0.2857,5.0,0,3,7
MYTHIC,MINIBOSS,AXES,7,3,SHARPNESS,5,0.7143,4,4,3,7
MYTHIC,MINIBOSS,AXES,7,3,SMITE,1,0.1429,4,0,4,4
MYTHIC,MINIBOSS,AXES,7,3,UNBREAKING,5,0.7143,5,4,3,8
MYTHIC,MINIBOSS,BOOTS,20,7,BANE_OF_ARTHROPODS,2,0.1,4.5,0.0,4,5
MYTHIC,MINIBOSS,BOOTS,20,7,BLAST_PROTECTION,4,0.2,5.0,0.0,3,6
MYTHIC,MINIBOSS,BOOTS,20,7,CRITICAL_STRIKES,1,0.05,3,0.0,3,3
MYTHIC,MINIBOSS,BOOTS,20,7,DEPTH_STRIDER,1,0.05,4,0.0,4,4
MYTHIC,MINIBOSS,BOOTS,20,7,FEATHER_FALLING,2,0.1,4.0,0.0,2,6
MYTHIC,MINIBOSS,BOOTS,20,7,FIRE_PROTECTION,3,0.15,5,0.0,4,6
MYTHIC,MINIBOSS,BOOTS,20,7,FROST_WALKER,3,0.15,3,0.0,2,3
MYTHIC,MINIBOSS,BOOTS,20,7,LOUD_STRIKES,5,0.25,3,0.0,2,3
MYTHIC,MINIBOSS,BOOTS,20,7,MENDING,1,0.05,1,0.0,1,1
MYTHIC,MINIBOSS,BOOTS,20,7,PROJECTILE_PROTECTION,8,0.4,4.0,0.0,2,5
MYTHIC,MINIBOSS,BOOTS,20,7,PROTECTION,16,0.8,4.0,3.5,2,10
MYTHIC,MINIBOSS,BOOTS,20,7,SHARPNESS,9,0.45,5,0.0,3,8
MYTHIC,MINIBOSS,BOOTS,20,7,SMITE,6,0.3,5.5,0.0,3,8
MYTHIC,MINIBOSS,BOOTS,20,7,THORNS,2,0.1,3.5,0.0,3,4
MYTHIC,MINIBOSS,BOOTS,20,7,UNBREAKING,11,0.55,4,2.5,2,6
MYTHIC,MINIBOSS,BOWS,10,3,FLAME,5,0.5,2,0.5,1,10
MYTHIC,MINIBOSS,BOWS,10,3,INFINITY,3,0.3,4,0.0,1,8
MYTHIC,MINIBOSS,BOWS,10,3,LOUD_STRIKES,2,0.2,3.0,0.0,3,3
MYTHIC,MINIBOSS,BOWS,10,3,POWER,7,0.7,4,3.5,3,7
MYTHIC,MINIBOSS,BOWS,10,3,PROTECTION,1,0.1,4,0.0,4,4
MYTHIC,MINIBOSS,BOWS,10,3,PUNCH,2,0.2,3.5,0.0,2,5
MYTHIC,MINIBOSS,BOWS,10,3,SHARPNESS,1,0.1,5,0.0,5,5
MYTHIC,MINIBOSS,BOWS,10,3,SMITE,1,0.1,6,0.0,6,6
MYTHIC,MINIBOSS,BOWS,10,3,UNBREAKING,6,0.6,4.0,3.0,3,7
MYTHIC,MINIBOSS,CHESTPLATES,19,6,BANE_OF_ARTHROPODS,1,0.0526,4,0,4,4
MYTHIC,MINIBOSS,CHESTPLATES,19,6,BLAST_PROTECTION,5,0.2632,5,0,4,6
MYTHIC,MINIBOSS,CHESTPLATES,19,6,FIRE_PROTECTION,6,0.3158,3.5,0,2,5
MYTHIC,MINIBOSS,CHESTPLATES,19,6,LOUD_STRIKES,6,0.3158,3.0,0,2,3
MYTHIC,MINIBOSS,CHESTPLATES,19,6,MENDING,1,0.0526,1,0,1,1
MYTHIC,MINIBOSS,CHESTPLATES,19,6,PROJECTILE_PROTECTION,9,0.4737,4,0,2,7
MYTHIC,MINIBOSS,CHESTPLATES,19,6,PROTECTION,17,0.8947,4,4,3,7
MYTHIC,MINIBOSS,CHESTPLATES,19,6,SHARPNESS,7,0.3684,5,0,2,8
MYTHIC,MINIBOSS,CHESTPLATES,19,6,SMITE,3,0.1579,5,0,4,5
MYTHIC,MINIBOSS,CHESTPLATES,19,6,THORNS,4,0.2105,3.0,0,2,10
MYTHIC,MINIBOSS,CHESTPLATES,19,6,UNBREAKING,10,0.5263,3.5,2,2,6
MYTHIC,MINIBOSS,CROSSBOWS,6,2,FLAME,1,0.1667,3,0.0,3,3
MYTHIC,MINIBOSS,CROSSBOWS,6,2,INFINITY,1,0.1667,2,0.0,2,2
MYTHIC,MINIBOSS,CROSSBOWS,6,2,LOUD_STRIKES,1,0.1667,3,0.0,3,3
MYTHIC,MINIBOSS,CROSSBOWS,6,2,MULTISHOT,4,0.6667,3.5,2.0,1,5
MYTHIC,MINIBOSS,CROSSBOWS,6,2,PIERCING,5,0.8333,4,3.5,3,5
MYTHIC,MINIBOSS,CROSSBOWS,6,2,POWER,2,0.3333,3.0,0.0,3,3
MYTHIC,MINIBOSS,CROSSBOWS,6,2,PROTECTION,1,0.1667,8,0.0,8,8
MYTHIC,MINIBOSS,CROSSBOWS,6,2,QUICK_CHARGE,4,0.6667,3.0,3.0,3,3
MYTHIC,MINIBOSS,CROSSBOWS,6,2,UNBREAKING,5,0.8333,5,4.0,3,6
MYTHIC,MINIBOSS,HELMETS,20,6,AQUA_AFFINITY,1,0.05,2,0.0,2,2
MYTHIC,MINIBOSS,HELMETS,20,6,BANE_OF_ARTHROPODS,3,0.15,4,0.0,4,6
MYTHIC,MINIBOSS,HELMETS,20,6,BLAST_PROTECTION,3,0.15,6,0.0,3,7
MYTHIC,MINIBOSS,HELMETS,20,6,FIRE_PROTECTION,4,0.2,4.5,0.0,4,6
MYTHIC,MINIBOSS,HELMETS,20,6,LOUD_STRIKES,4,0.2,3.0,0.0,3,3
MYTHIC,MINIBOSS,HELMETS,20,6,MENDING,1,0.05,1,0.0,1,1
MYTHIC,MINIBOSS,HELMETS,20,6,PROJECTILE_PROTECTION,8,0.4,4.0,0.0,3,7
MYTHIC,MINIBOSS,HELMETS,20,6,PROTECTION,17,0.85,4,4.0,2,7
MYTHIC,MINIBOSS,HELMETS,20,6,RESPIRATION,4,0.2,2.5,0.0,1,3
MYTHIC,MINIBOSS,HELMETS,20,6,SHARPNESS,9,0.45,7,0.0,3,10
MYTHIC,MINIBOSS,HELMETS,20,6,SMITE,4,0.2,5.0,0.0,4,6
MYTHIC,MINIBOSS,HELMETS,20,6,THORNS,1,0.05,3,0.0,3,3
MYTHIC,MINIBOSS,HELMETS,20,6,UNBREAKING,11,0.55,4,2.5,2,6
MYTHIC,MINIBOSS,HOES,1,1,SHARPNESS,1,1.0,9,9,9,9
MYTHIC,MINIBOSS,HOES,1,1,SWEEPING_EDGE,1,1.0,5,5,5,5
MYTHIC,MINIBOSS,HOES,1,1,UNBREAKING,1,1.0,6,6,6,6
MYTHIC,MINIBOSS,LEGGINGS,20,6,BANE_OF_ARTHROPODS,4,0.2,5.0,0.0,4,6
MYTHIC,MINIBOSS,LEGGINGS,20,6,BLAST_PROTECTION,3,0.15,4,0.0,4,6
MYTHIC,MINIBOSS,LEGGINGS,20,6,DEPTH_STRIDER,4,0.2,3.0,0.0,3,3
MYTHIC,MINIBOSS,LEGGINGS,20,6,FEATHER_FALLING,1,0.05,8,0.0,8,8
MYTHIC,MINIBOSS,LEGGINGS,20,6,FIRE_PROTECTION,5,0.25,5,0.0,4,7
MYTHIC,MINIBOSS,LEGGINGS,20,6,LOUD_STRIKES,4,0.2,3.0,0.0,2,3
MYTHIC,MINIBOSS,LEGGINGS,20,6,MENDING,1,0.05,1,0.0,1,1
MYTHIC,MINIBOSS,LEGGINGS,20,6,PROJECTILE_PROTECTION,6,0.3,4.0,0.0,3,6
MYTHIC,MINIBOSS,LEGGINGS,20,6,PROTECTION,17,0.85,4,3.5,3,7
MYTHIC,MINIBOSS,LEGGINGS,20,6,SHARPNESS,9,0.45,6,0.0,2,8
MYTHIC,MINIBOSS,LEGGINGS,20,6,SMITE,4,0.2,5.0,0.0,5,10
MYTHIC,MINIBOSS,LEGGINGS,20,6,THORNS,2,0.1,2.5,0.0,2,3
MYTHIC,MINIBOSS,LEGGINGS,20,6,UNBREAKING,11,0.55,3,2.0,2,6
MYTHIC,MINIBOSS,MACES,2,2,BREACH,1,0.5,6,3.0,6,6
